"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"lutnia restaurant",60641,"Lutnia Polish Restaurant",4.4,2.0,87.0,"CLOSED_TEMPORARILY","ChIJHVlQvmLMD4gR-9yoQaolNOc","5532 W Belmont Ave, Chicago, IL 60641, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"luvianos fast food",60609,"","","","","","","",""
"luxbar",60611,"LUXBAR",4.4,2.0,1751.0,"OPERATIONAL","ChIJrTfew1HTD4gRX-yR9FosV9E","18 E Bellevue Pl, Chicago, IL 60611, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"luzzat restaurant inc.",60626,"New Luzzat Restaurant",4.1,1.0,143.0,"CLOSED_PERMANENTLY","ChIJHyxFXE3QD4gRUjIWahWwQwM","1505 W Jarvis Ave, Chicago, IL 60626, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lvl up coffee llc",60653,"LVL UP COFFEE",5.0,"",52.0,"OPERATIONAL","ChIJmRnl54stDogRdxRJzZw4qWc","70 E Pershing Rd, Chicago, IL 60653, United States","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lya",60606,"","","","","","","",""
"lyfe kitchen",60611,"LYFE Kitchen",4.3,2.0,1155.0,"CLOSED_PERMANENTLY","ChIJe9jj3KosDogR4KdKmJpjLOU","270 E Ontario St, Chicago, IL 60611, United States","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lynn's chicago pizza",60637,"Lynn's Chicago Pizza",4.5,1.0,53.0,"OPERATIONAL","ChIJAU0fhpQpDogRIXByGizIp7g","501 E 61st St, Chicago, IL 60637, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lyra",60607,"LÝRA",4.2,4.0,1226.0,"OPERATIONAL","ChIJEzkCa4gtDogR4L1qYjNsf-Q","905 W Fulton Market, Chicago, IL 60607, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"m & g char grill,, inc.",60613,"M&G chargrill",4.2,1.0,5.0,"CLOSED_PERMANENTLY","ChIJn2hOKpfTD4gRodFZeCZidsI","1821 W Irving Park Rd, Chicago, IL 60613, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"m & g pizza",60657,"M&G PIZZA",3.9,1.0,46.0,"CLOSED_PERMANENTLY","ChIJjQH1KfnSD4gR2MEbGhsBRKE","2819 N Southport Ave, Chicago, IL 60657, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"m & j chicken & fish",60619,"JJ Fish & Chicken on Stony Island",3.7,2.0,426.0,"OPERATIONAL","ChIJp-XJh4MoDogREnoOtHGMMN4","8524 S Stony Island Ave, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"m & s cafe",60644,"M & S Cafe",5.0,"",7.0,"OPERATIONAL","ChIJZ4GIlXozDogRM0QOcrL8wMw","5963 W Madison St, Chicago, IL 60644, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"m burger",60611,"Billy Goat Tavern (The Original)",4.5,1.0,4939.0,"OPERATIONAL","ChIJH58hH6wsDogRMwsr0TdEj4U","Lower 430 North, Michigan Ave, Chicago, IL 60611, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"m j cafe",60628,"Mj one stop shop",4.8,"",6.0,"CLOSED_PERMANENTLY","ChIJh4skbnAnDogRBoH5BED_pno","249 E 115th St, Chicago, IL 60628, United States","['grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"m. henry",60660,"m.henry",4.6,2.0,1702.0,"OPERATIONAL","ChIJC9Y0H5DRD4gRkGXoaALY2Zo","5707 N Clark St, Chicago, IL 60660, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"m2 cafe",60607,"M 2 Cafe",4.4,1.0,126.0,"CLOSED_PERMANENTLY","ChIJ4YzhIN0sDogRl8DAD3pQpoQ","850 W Jackson Blvd Ste 125, Chicago, IL 60607, United States","['cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"mabe's deli inc",60619,"Mabe's Sandwich Shop",4.6,1.0,181.0,"OPERATIONAL","ChIJRe2OHCQpDogRS55NBNqOU3o","312 E 75th St, Chicago, IL 60619, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"mabes deli",60619,"Mabe's Sandwich Shop",4.6,1.0,181.0,"OPERATIONAL","ChIJRe2OHCQpDogRS55NBNqOU3o","312 E 75th St, Chicago, IL 60619, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mable's table",60622,"Mable's Table",4.6,2.0,451.0,"OPERATIONAL","ChIJhxHsgsLSD4gR8rMa2NEwhyo","1655 W Cortland St, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mabu generation",60616,"Mabu Generation",4.2,"",36.0,"OPERATIONAL","ChIJfzvolB4tDogRC0JuRIptIcA","2022 S Archer Ave, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mac arthur's",60644,"MacArthur's Restaurant",4.1,1.0,2912.0,"OPERATIONAL","ChIJv1ZQnEEzDogR5kwZfJ0YOec","5412 W Madison St, Chicago, IL 60644, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mac's american food",60622,"Mac's Wood Grilled",4.4,2.0,442.0,"OPERATIONAL","ChIJKYbB0c7SD4gR7HHZiiolQsw","1801 W Division St, Chicago, IL 60622, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"macau tasty house",60616,"Macau Tasty House",0.0,"",0.0,"OPERATIONAL","ChIJO6TllG4sDogRG3hyTtsHiQo","Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"macello ristorante",60607,"Macello",4.6,2.0,637.0,"OPERATIONAL","ChIJAf82-CctDogRowFnWtg4lco","1235 W Lake St, Chicago, IL 60607, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"machetes & machetacos inc.",60638,"Machetes",4.4,2.0,1298.0,"OPERATIONAL","ChIJN6H-dnoxDogRDyXN7EvhEfo","4636 S Cicero Ave, Chicago, IL 60638, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"machetes big quesadillas",60625,"Machetes Big Quesadillas",4.4,1.0,168.0,"OPERATIONAL","ChIJPS0jYnjND4gRl5UXDAopZ4o","4503 N Kedzie Ave, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"machetes pa matar el hambre",60632,"Machetes",4.3,2.0,631.0,"OPERATIONAL","ChIJA0n1r5MxDogRdqcF6ZyDCvs","4888 S Archer Ave, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"machos tacos and wings",60639,"Machos Tacos & Wings",4.8,"",59.0,"OPERATIONAL","ChIJYfeVCgDND4gRAirpvRMuM1w","5663 W Grand Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mad",60607,"","","","","","","",""
"madame puffs and thai bistro",60625,"Madame Puffs and Thai Bistro",5.0,"",21.0,"OPERATIONAL","ChIJ9-jkJ8vTD4gRCFs1yxbSRoE","4825 N Western Ave unit c, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"madison crab house",60607,"Madison Crab House",4.2,2.0,489.0,"OPERATIONAL","ChIJb-3GT9ksDogR8u3gyGscXDY","1045 W Madison St, Chicago, IL 60607, United States","['bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"madison tavern",60661,"Madison Tavern",4.1,2.0,455.0,"OPERATIONAL","ChIJm_qTZ3UtDogRoCSuyTUMkmI","500 W Madison St, Chicago, IL 60661, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"maggiano's little italy",60610,"Maggiano's Little Italy",4.4,2.0,3432.0,"OPERATIONAL","ChIJVzr2yrMsDogRNWrUba0n1AY","516 N Clark St, Chicago, IL 60654, United States","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"maggie gyros & chicken",60653,"Maggie Gyros",3.9,1.0,528.0,"CLOSED_TEMPORARILY","ChIJW5ENP1MpDogRz-81sgpt49g","349 E 47th St, Chicago, IL 60653, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"magic city bbq catering and soul inc.",60628,"Magic City Bbq Catering & Soul",4.4,2.0,110.0,"OPERATIONAL","ChIJ4eOQJSUnDogRPfigzJ1ufoM","240 E 103rd St rear, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"magic jug",60634,"Magic Jug",4.5,2.0,405.0,"OPERATIONAL","ChIJ6aciAJLLD4gRBCvgtc-KUrc","6354 W Irving Park Rd, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"magnolia bakery",60602,"Magnolia Bakery - Chicago",4.3,2.0,2562.0,"OPERATIONAL","ChIJsaZzLqUsDogRySpDYhrPm6I","108 N State St, Chicago, IL 60602, United States","['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"magnolia cafe",60614,"Magnolia Cafe",5.0,"",2.0,"CLOSED_PERMANENTLY","ChIJb-OoXZbTD4gRAcPl1FwSnaM","2221 N Lincoln Ave, Chicago, IL 60614, United States","['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"mago's tamales & taqueria",60639,"Magos Tacos & Tamales",3.8,1.0,434.0,"OPERATIONAL","ChIJIa3kypvMD4gRddcq2pz_G2E","5714 W Fullerton Ave, Chicago, IL 60639, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"mago's tamales & taqueria",60639,"Magos Tacos & Tamales",3.8,1.0,434.0,"OPERATIONAL","ChIJIa3kypvMD4gRddcq2pz_G2E","5714 W Fullerton Ave, Chicago, IL 60639, United States","['restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"magonglapo",60616,"Ma Gong La Po Restaurant",2.9,1.0,16.0,"OPERATIONAL","ChIJJSXESuktDogRcqk39v07n8A","2002 S Wentworth Ave, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maharaj chicago inc",60604,"Maharaj Indian Grill",4.6,2.0,2513.0,"OPERATIONAL","ChIJfZJhgDstDogRTXB7jKZ79_c","333 S State St, 8 E Van Buren St Unit C13, Chicago, IL 60604, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mahi's kitchen inc.",60630,"Mahi’s Kitchen",4.9,2.0,42.0,"OPERATIONAL","ChIJQVlmOwDND4gR9KAUPE-KI_o","4749 N Pulaski Rd, Chicago, IL 60630, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maillard tavern",60654,"Maillard Tavern",4.5,2.0,385.0,"CLOSED_PERMANENTLY","ChIJKQ2U480sDogR__4yFhEi_gM","494 N Milwaukee Ave, Chicago, IL 60654, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"maison parisienne",60614,"Maison Parisienne - French Café Clark St",4.1,2.0,172.0,"OPERATIONAL","ChIJpcLXaK_TD4gRLUhnrAhUj8o","2564 N Clark St, Chicago, IL 60614, United States","['cafe', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
"maison parisienne",60657,"Maison Parisienne - French Café Clark St",4.1,2.0,172.0,"OPERATIONAL","ChIJpcLXaK_TD4gRLUhnrAhUj8o","2564 N Clark St, Chicago, IL 60614, United States","['cafe', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
"maison parisienne",60614,"Maison Parisienne - French Café Clark St",4.1,2.0,172.0,"OPERATIONAL","ChIJpcLXaK_TD4gRLUhnrAhUj8o","2564 N Clark St, Chicago, IL 60614, United States","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"majani food emporium",60649,"Majani Food Emporium Inc",4.6,2.0,1012.0,"OPERATIONAL","ChIJv8iP90UoDogRXBrPR_f-mqo","7167 S Exchange Ave, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"makkah cafe",60659,"Makkah Cafe",4.4,1.0,55.0,"CLOSED_PERMANENTLY","ChIJh3yDoBXRD4gRHssgbkTeLGk","6349 N Claremont Ave, Chicago, IL 60659, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"makki grill",60625,"KBM! GRILL",3.9,"",43.0,"CLOSED_PERMANENTLY","ChIJMXrYSgLND4gRAkyQJnr9wj8","4702 N Kimball Ave, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mako",60661,"Mako",4.5,4.0,302.0,"OPERATIONAL","ChIJDdy6PActDogRtHVYT64x2sY","731 W Lake St, Chicago, IL 60661, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama delia & bordel",60622,"Mama Delia",4.0,2.0,358.0,"OPERATIONAL","ChIJLxzB8_XTD4gRkcngO9oXOsM","1721 W Division St Ground Floor, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama k's",60625,"Mama K's",0.0,"",0.0,"CLOSED_TEMPORARILY","ChIJN7zJIUHTD4gR3F-XIMs8xjk","2615 W Lawrence Ave, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama luna on addison llc",60634,"Mama Luna's",4.0,1.0,721.0,"OPERATIONAL","ChIJ6QyXFVPKD4gRHL91iiL0TlA","7601 W Addison St, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama luna restaurant",60639,"Mama Luna's",3.5,2.0,1310.0,"OPERATIONAL","ChIJM7yp9ezMD4gREu0FWrOumwI","5109 W Fullerton Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama luna's lounge",60634,"Mama Luna's",4.0,1.0,721.0,"OPERATIONAL","ChIJ6QyXFVPKD4gRHL91iiL0TlA","7601 W Addison St, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama ruth's soul food",60651,"Mama Ruth’s Soulfood",4.4,"",27.0,"OPERATIONAL","ChIJxyKUlZIzDogRyyK-0f6RmQE","5965 W Chicago Ave, Chicago, IL 60651, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mama's fried chicken",60624,"Mama's Fried Chicken",4.5,2.0,148.0,"CLOSED_TEMPORARILY","ChIJcbOCojEzDogRu2lnOghhc_Y","3857 W Roosevelt Rd, Chicago, IL 60624, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maman zari",60625,"Maman Zari",4.8,"",146.0,"OPERATIONAL","ChIJ74Jfwx_ND4gR2_ZkLb1hKVM","4639 N Kedzie Ave, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"mammoth poke",60601,"MAMMOTH POKE & RAMEN",4.8,2.0,139.0,"OPERATIONAL","ChIJL73i884tDogRiT0gwtj9HD4","53 E Lake St, Chicago, IL 60601, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mammoth poke & bowl",60647,"Mammoth Poke Bucktown",4.9,1.0,315.0,"OPERATIONAL","ChIJi-r2WLrTD4gR5LLPPLPbUJg","2035 N Western Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mammoth poke & ramen",60661,"MAMMOTH POKE & RAMEN",5.0,2.0,9.0,"OPERATIONAL","ChIJ3WAwjVItDogR-63XKHNBRrs","28 S Clinton St, Chicago, IL 60661, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"manchu wok",60666,"Manchu Wok",2.5,"",449.0,"OPERATIONAL","ChIJUykQSym0D4gRGMQBt9KXe18","Chicago O'Hare International Airport, Terminal 3, Gate H5 - Food Court, 10000 Bessie Coleman Dr, Chicago, IL 60666, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"mancinas inc.",60623,"","","","","","","",""
"maneethai restaurant",60641,"Thai Aree House",4.8,"",187.0,"OPERATIONAL","ChIJI3EJbK3ND4gRGus4hDTymXU","3592 N Milwaukee Ave, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mango mango",60616,"Mango Mango Dessert",4.6,1.0,1006.0,"OPERATIONAL","ChIJj1Il83ItDogRE81IMiLVsxs","2161 S China Pl 2nd fl, Chicago, IL 60616, United States","['restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
"mango pickle",60660,"Mango Pickle",4.2,2.0,220.0,"OPERATIONAL","ChIJQ35qTZzRD4gRO5_ZqKVx6RQ","5842 N Broadway, Chicago, IL 60660, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"manjares al express",60608,"Manjares Restaurant",4.2,2.0,984.0,"OPERATIONAL","ChIJGxK-0agtDogRLlXtAIrRv3I","2230 S Ashland Ave, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"manny's tacos & burritos",60628,"Manny's Tacos & Burritos",4.3,1.0,590.0,"OPERATIONAL","ChIJpQjqqCckDogRMjCNz-1zl0A","11543 S Michigan Ave, Chicago, IL 60628, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"mannys coffee house",60607,"Manny's Cafeteria & Delicatessen",4.5,2.0,4097.0,"OPERATIONAL","ChIJHUgwtu0sDogR1e1GW8Y73QI","1141 S Jefferson St, Chicago, IL 60607, United States","['meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"mano a mano",60647,"Mano a Mano",4.5,2.0,109.0,"OPERATIONAL","ChIJ_TpJQMnND4gR7BzXJXstAG8","2534 N Milwaukee Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"mano modern cafe",60622,"Mano Modern Cafe",4.5,1.0,197.0,"OPERATIONAL","ChIJvQMfCfzTD4gR1q8xXf_rIm0","851 N Ashland Ave, Chicago, IL 60622, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"manolo's tamales #3",60623,"Manolo's Tamales",4.0,1.0,613.0,"OPERATIONAL","ChIJSW45wd0xDogRjwzrkmFWf3I","5341 S Kedzie Ave, Chicago, IL 60632, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"manolos tamales 4",60638,"Manolos Tamales #4",3.8,1.0,300.0,"OPERATIONAL","ChIJ8RSo5tkxDogRAYxzu8Ovt30","6641 Cicero Ave, Chicago, IL 60638, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"manolos tamales, inc. #1",60632,"Manolo's Tamales",4.0,1.0,613.0,"OPERATIONAL","ChIJSW45wd0xDogRjwzrkmFWf3I","5341 S Kedzie Ave, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
"manolos tamales, inc. #2",60629,"Manolos Tamales #4",3.8,1.0,300.0,"OPERATIONAL","ChIJ8RSo5tkxDogRAYxzu8Ovt30","6641 Cicero Ave, Chicago, IL 60638, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"manop merthaweesap",60624,"","","","","","","",""
"manzo's burger",60643,"Manzo's Burger",4.7,1.0,630.0,"OPERATIONAL","ChIJOXR2N9wkDogRI8DXMw3sYWU","2353 W 111th St, Chicago, IL 60643, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maple & ash  eight bar",60610,"Maple & Ash",4.5,4.0,3692.0,"OPERATIONAL","ChIJE8GjKE7TD4gR9CouUZM2Gis","8 W Maple St, Chicago, IL 60610, United States","['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"mar & suchii",60617,"MAR & SUCHII",3.8,"",142.0,"OPERATIONAL","ChIJmTpi10bZEYgRY64Ccflfryw","3537 E 106th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"mar rojo, inc.",60618,"Mar Rojo Sports Bar Cafe Lounge",4.5,"",109.0,"OPERATIONAL","ChIJ7fGuu-3ND4gRsRmTUpl7ScE","3826 W Montrose Ave, Chicago, IL 60618, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"maravillas restaurant",60637,"Maravillas Restaurant",3.8,2.0,815.0,"OPERATIONAL","ChIJE00iNQ0pDogRjQAvYLUyaA0","5506 S Lake Park Ave, Chicago, IL 60637, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"marcela's cafe",60647,"Marcela's Cafeteria",4.7,1.0,649.0,"OPERATIONAL","ChIJy1zNs23ND4gRD4v6TOL5HbY","3503 W Fullerton Ave, Chicago, IL 60647, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"marcela's pizza",60609,"Marcela's Cafeteria",4.7,1.0,649.0,"OPERATIONAL","ChIJy1zNs23ND4gRD4v6TOL5HbY","3503 W Fullerton Ave, Chicago, IL 60647, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"marchesa",60654,"Marchesa",4.4,3.0,309.0,"CLOSED_PERMANENTLY","ChIJQQ_rc7QsDogRHCJWZkamO4Y","535 N Wells St, Chicago, IL 60654, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"marco's drive inn",60639,"Marco's Beef Chicago",4.3,1.0,1055.0,"OPERATIONAL","ChIJt5r99J3MD4gRZyYjejJdEqU","6008 W Fullerton Ave, Chicago, IL 60639, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"marco's palace",60638,"","","","","","","",""
"marelys cafe",60634,"","","","","","","",""
"margaret's",60641,"Margaret's",4.3,"",39.0,"CLOSED_PERMANENTLY","ChIJkXNd3UHMD4gRE2BWsNThkV4","5134 W Irving Park Rd, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"margarita's pizza & breakfast inc",60612,"Margarita's Pizza & Breakfast",4.8,1.0,8,"OPERATIONAL","ChIJtS_1KgAzDogRvnLu-mheXSQ","2856 W Roosevelt Rd, Chicago, IL 60612, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"margarita's pizzeria",60649,"Margarita's Pizzeria",3.7,1.0,685,"OPERATIONAL","ChIJl-Se0BQoDogRxuZUbDLcl5A","2705 E 79th St, Chicago, IL 60649, United States","['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"margarita's pizzeria",60619,"Margarita's Pizzeria II",3.6,1.0,943,"OPERATIONAL","ChIJI9OuAcsoDogRamvrpdaK8xI","346 E 75th St, Chicago, IL 60619, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"marge's still",60614,"Marge's Still",4.4,1.0,379,"OPERATIONAL","ChIJ6ask8D_TD4gR1hvoo5a4rac","1758 N Sedgwick St, Chicago, IL 60614, United States","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
"margie's candies",60613,"Margie's Candies",4.6,1.0,1287,"OPERATIONAL","ChIJG2HDPTzSD4gRY7ilnUV-GfE","1813 W Montrose Ave, Chicago, IL 60613, United States","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"margies candies",60613,"Margie's Candies",4.6,1.0,1287,"OPERATIONAL","ChIJG2HDPTzSD4gRY7ilnUV-GfE","1813 W Montrose Ave, Chicago, IL 60613, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"maria's cafe",60617,"Maria’s Cafe",5.0,"",3,"OPERATIONAL","ChIJPetiCwAnDogRHFHQ0pVc20I","9710 S Commercial Ave, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maria's mexican restaurant",60707,"Maria's Mexican Restaurant",4.4,2.0,1125,"OPERATIONAL","ChIJtUmUTCPLD4gR43GIM_E5Lqs","1905 N Harlem Ave, Chicago, IL 60707, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maria's mexican resturant",60656,"Maria's Mexican Restaurant",4.4,2.0,2493,"OPERATIONAL","ChIJo7XMRPu1D4gRxuQqLS2aFz8","9440 Foster Ave, Chicago, IL 60656, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"maria's packaged goods & community bar",60608,"Maria's Packaged Goods and Community Bar",4.6,2.0,1489,"OPERATIONAL","ChIJNdcMrkksDogRS_COh3n2vNA","960 W 31st St, Chicago, IL 60608, United States","['bar', 'art_gallery', 'liquor_store', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"mariano cafe",60639,"Cafeteria Marianao",4.4,"",551,"OPERATIONAL","ChIJ-1gzsMLMD4gR4Dcoo7MWL2E","1953 N La Crosse Ave, Chicago, IL 60639, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"marie gold bake shoppe",60659,"Mariegold Bakery & Fast",4.5,"",28,"CLOSED_PERMANENTLY","ChIJL_bsLx3OD4gROVnZ9v3Q3-g","5752 N California Ave, Chicago, IL 60659, United States","['bakery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
