"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"sushimura japanese restaurant",60613,"Sushi Mura",4.5,2.0,280.0,"OPERATIONAL","ChIJL0Z-j07SD4gRpczF7BBU0YY","3647 N Southport Ave, Chicago, IL 60613, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"susie's drive in",60641,"Susie's Drive-In",1.0,"",1.0,"CLOSED_PERMANENTLY","ChIJAQAMRsnND4gRQpBWmA2enz4","4126-30 W Montrose Ave, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"susupuato restaurant",60660,"Susupuato Restaurant",4.4,2.0,268.0,"OPERATIONAL","ChIJ0Rcdmp_RD4gRxAxo1uLCO8M","6161 N Broadway, Chicago, IL 60660, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"sutherlands",60641,"Sutherlands",4.5,2.0,905.0,"OPERATIONAL","ChIJvResB2zMD4gR3VPSfd03xe8","5353 W Irving Park Rd, Chicago, IL 60641, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"svea restaurant",60640,"Svea Restaurant",4.5,1.0,498.0,"OPERATIONAL","ChIJ7VJ-b4jRD4gRqSv4jB9HO38","5236 N Clark St, Chicago, IL 60640, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"swan grill",60651,"Swan Grill",4.1,"",10.0,"OPERATIONAL","ChIJ33qGUADND4gRAN8xnvCeZpU","1463 N Pulaski Rd, Chicago, IL 60651, United States","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
"sweatlodge rehydrate water bar & cafe",60641,"Chicago Sweatlodge",4.8,2.0,757.0,"OPERATIONAL","ChIJKTPYYlrMD4gRgIx7nPYRgQs","3500 N Cicero Ave, Chicago, IL 60641, United States","['spa', 'restaurant', 'food', 'health', 'point_of_interest', 'establishment']"
"sweet bean",60605,"Sweet Bean",4.5,"",559.0,"OPERATIONAL","ChIJE4hWVK4tDogR_cNtwvVP7Qg","1152 S Wabash Ave, Chicago, IL 60605, United States","['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet cafe",60630,"Sweet Cafe",4.7,2.0,436.0,"OPERATIONAL","ChIJcyHYcQTLD4gR2LcNBQYYPRk","6348 W Higgins Ave, Chicago, IL 60630, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"sweet cafe chicago, inc.",60616,"Sweet Cafe Chicago 甜蜜茶餐廳",4.7,2.0,46.0,"CLOSED_PERMANENTLY","ChIJP3xkjNUtDogRIxTI6B9BBXM","243 W Cermak Rd, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet dragon boba tea",60641,"Sweet Dragon Boba Tea",3.9,1.0,130.0,"OPERATIONAL","ChIJ98scbG7ND4gRgArP-Rtw4HY","4800 W Irving Park Rd, Chicago, IL 60641, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet dreams frozen yogurt",60616,"Sweet Dreams Frozen Yogurt",3.8,1.0,57.0,"CLOSED_PERMANENTLY","ChIJVc97Nf4tDogRSGMswhisWxk","17 W 35th St, Chicago, IL 60616, United States","['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"sweet drip",60615,"Sweet Drip",4.5,"",182.0,"OPERATIONAL","ChIJl9FBHKEpDogRFjl-SaBOsv0","1658 E 53rd St, Chicago, IL 60615, United States","['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"sweet drip, inc.",60615,"Sweet Drip",4.5,"",182.0,"OPERATIONAL","ChIJl9FBHKEpDogRFjl-SaBOsv0","1658 E 53rd St, Chicago, IL 60615, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet green",60602,"sweetgreen",4.2,2.0,290.0,"OPERATIONAL","ChIJqxXDL7ssDogRx61gcE30hF8","1 N Dearborn St, Chicago, IL 60602, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet honey tea",60652,"Sweet Honey Tea",5.0,1.0,1.0,"CLOSED_TEMPORARILY","ChIJac45NQYxDogRzZjuKwYVRlk","7601 S Cicero Ave, Chicago, IL 60652, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"sweet maple cafe",60607,"Sweet Maple Cafe",4.5,2.0,1670.0,"OPERATIONAL","ChIJU7icTRwtDogRy1nbEsdRSGc","1339 W Taylor St, Chicago, IL 60607, United States","['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"sweet dragon boba tea",60641,"Sweet Dragon Boba Tea",3.9,1.0,130,"OPERATIONAL","ChIJ98scbG7ND4gRgArP-Rtw4HY","4800 W Irving Park Rd, Chicago, IL 60641, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet dreams frozen yogurt",60616,"Sweet Dreams Frozen Yogurt",3.8,1.0,57,"CLOSED_PERMANENTLY","ChIJVc97Nf4tDogRSGMswhisWxk","17 W 35th St, Chicago, IL 60616, United States","['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"sweet drip",60615,"Sweet Drip",4.5,"",182,"OPERATIONAL","ChIJl9FBHKEpDogRFjl-SaBOsv0","1658 E 53rd St, Chicago, IL 60615, United States","['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"sweet drip, inc.",60615,"Sweet Drip",4.5,"",182,"OPERATIONAL","ChIJl9FBHKEpDogRFjl-SaBOsv0","1658 E 53rd St, Chicago, IL 60615, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet green",60602,"sweetgreen",4.2,2.0,290,"OPERATIONAL","ChIJqxXDL7ssDogRx61gcE30hF8","1 N Dearborn St, Chicago, IL 60602, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweet honey tea",60652,"Sweet Honey Tea",5.0,1.0,1,"CLOSED_TEMPORARILY","ChIJac45NQYxDogRzZjuKwYVRlk","7601 S Cicero Ave, Chicago, IL 60652, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"sweet maple cafe",60607,"Sweet Maple Cafe",4.5,2.0,1670,"OPERATIONAL","ChIJU7icTRwtDogRy1nbEsdRSGc","1339 W Taylor St, Chicago, IL 60607, United States","['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"sweet rice chicago",60647,"Sweet Rice Chicago",4.6,1.0,261,"OPERATIONAL","ChIJ0eEZbCvTD4gR2tO1ngECS6Y","1904 N Western Ave, Chicago, IL 60647, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"sweet virginia's kitchen",60625,"Sweet Virginia's Kitchen",4.7,"",172,"CLOSED_TEMPORARILY","ChIJ4VDjYPXRD4gRGf__oKiwJxU","5131 N Damen Ave, Chicago, IL 60625, United States","['restaurant', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']"
"sweetgreen",60607,"sweetgreen",3.9,2.0,440,"OPERATIONAL","ChIJy1w-FtosDogRKGBXuEUhF1g","1000 W Randolph St, Chicago, IL 60607, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60610,"sweetgreen",3.4,2.0,77,"OPERATIONAL","ChIJdzfMWlzTD4gRt1qaDfCVZ2Q","2 W Division St, Chicago, IL 60610, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"sweetgreen",60622,"sweetgreen",4.1,2.0,236,"OPERATIONAL","ChIJ74_-pV3TD4gRJZnF7aSwSOs","1471 N Milwaukee Ave, Chicago, IL 60622, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"sweetgreen",60615,"sweetgreen",3.8,2.0,267,"OPERATIONAL","ChIJF4ZN0_YpDogR8CZyWQGB4iA","1500 E 53rd St, Chicago, IL 60615, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60606,"sweetgreen",3.7,2.0,24,"OPERATIONAL","ChIJdSKVpuUtDogRYlGmHdO30yk","151 N Franklin St, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60611,"sweetgreen",3.6,2.0,108,"OPERATIONAL","ChIJwW2TRC4tDogRRRY8bsYnGGA","227 E Ontario St, Chicago, IL 60611, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60606,"sweetgreen",3.7,2.0,24,"OPERATIONAL","ChIJdSKVpuUtDogRYlGmHdO30yk","151 N Franklin St, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60614,"sweetgreen",3.8,2.0,286,"OPERATIONAL","ChIJY8serWvTD4gRus8KbV7xzc8","900 W North Ave, Chicago, IL 60614, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60647,"sweetgreen",3.0,2.0,89,"OPERATIONAL","ChIJWWIx-K7ND4gRu-sAkvgxcv8","2500 N Milwaukee Ave, Chicago, IL 60647, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60613,"sweetgreen",3.4,2.0,44,"OPERATIONAL","ChIJiwxdM4fTD4gRiQXLgfYaE_o","3601 N Southport Ave Space 1, Chicago, IL 60613, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"sweetgreen",60640,"sweetgreen",3.5,2.0,177,"OPERATIONAL","ChIJxb-laB3RD4gR1IglpSkfsm0","5400 N Clark St, Chicago, IL 60640, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60654,"sweetgreen",4.3,2.0,647,"OPERATIONAL","ChIJeRWme60sDogRKMsPP2a2bsI","623 N State St, Chicago, IL 60654, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetgreen",60614,"sweetgreen",3.8,2.0,286,"OPERATIONAL","ChIJY8serWvTD4gRus8KbV7xzc8","900 W North Ave, Chicago, IL 60614, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"sweetgreen chicago llc",60601,"sweetgreen",4.2,2.0,310,"OPERATIONAL","ChIJS1BWjKUsDogRTzKzvjcNxP4","150 N Michigan Ave, Chicago, IL 60601, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetwater",60601,"Sweetwater Tavern & Grille (Michigan Plaza - Chicago)",4.3,2.0,4078,"OPERATIONAL","ChIJ2WUVRK8sDogRCez7TBpL278","225 N Michigan Ave, Chicago, IL 60601, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sweetwaters coffee & tea newcity",60642,"Sweetwaters Coffee & Tea",4.7,1.0,278,"OPERATIONAL","ChIJVfzX83TTD4gRaY-e65ELdAw","1457 N Halsted St B105, Chicago, IL 60642, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"swift & sons",60607,"Swift & Sons",4.6,4.0,1939,"OPERATIONAL","ChIJscE8yNAsDogR5bdhEY-wBwA","1000 W Fulton Market, Chicago, IL 60607, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"swift and son's tavern",60613,"Swift Tavern - Wrigleyville",4.8,2.0,1298,"OPERATIONAL","ChIJTckz5rLTD4gRvDr96JQE9jM","3600 N Clark St, Chicago, IL 60613, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"swig",60622,"SWIG",4.5,1.0,399,"OPERATIONAL","ChIJk6Xb98bSD4gRohNq2uKmnR4","1469 N Milwaukee Ave, Chicago, IL 60622, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"swill bar inn",60654,"The Swill Inn",4.6,2.0,150,"CLOSED_PERMANENTLY","ChIJUUwUhdMtDogRSWcBVKOg32I","415 N Milwaukee Ave, Chicago, IL 60654, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"swissotel   concourse level",60601,"Swissotel Chicago",4.4,"",5869,"OPERATIONAL","ChIJeV8SKagsDogR0AKhyUqxgKM","323 W Wacker Dr, Chicago, IL 60601, United States","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"swissotel chicago   hotel",60601,"Swissotel Chicago",4.4,"",5869,"OPERATIONAL","ChIJeV8SKagsDogR0AKhyUqxgKM","323 W Wacker Dr, Chicago, IL 60601, United States","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"sze chuan alley",60608,"SzeChuan Alley 成都巷子",4.3,2.0,61,"OPERATIONAL","ChIJfYvBN5ItDogRvz7SNdCUl9I","3141 S Halsted St, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"szechuan bistro",60616,"Szechuan Bistro 炳哥川菜",4.6,2.0,57,"OPERATIONAL","ChIJVVftodktDogRRW0TotBUNNM","2002 S Wentworth Ave B10, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"szechuan corner inc",60657,"Szechuan Corner",4.6,2.0,211,"OPERATIONAL","ChIJPVxsLBnTD4gRd9GLng7pork","2910 N Ashland Ave, Chicago, IL 60657, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"t & k african kitchen and grocery store",60617,"T and K African Kitchen",3.7,"",55,"OPERATIONAL","ChIJV6kyAAkoDogRWaLVn4A_nEw","2955 E 87th St, Chicago, IL 60617, United States","['restaurant', 'meal_delivery', 'point_of_interest', 'food', 'establishment']"
"t & k grill",60644,"T and K African Kitchen",3.7,"",55,"OPERATIONAL","ChIJV6kyAAkoDogRWaLVn4A_nEw","2955 E 87th St, Chicago, IL 60617, United States","['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']"
"t joels family restaurant",60608,"T J's Family Restaurant",3.8,2.0,157,"OPERATIONAL","ChIJ9d74bqEtDogRynaL0JzgjqE","1928 W Cermak Rd, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"ta' golazo",60649,"Ta'golazo",3.8,1.0,337,"OPERATIONAL","ChIJh4QQH1AoDogRKw3l61TnQE8","2247 E 71st St, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"tabaq restaurant",60610,"Tabaq Restaurant",4.0,1.0,689,"OPERATIONAL","ChIJd5wenTfTD4gR12h2iKWrxwc","1245 N Clybourn Ave, Chicago, IL 60610, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"table, donkey & stick",60647,"Table, Donkey and Stick",4.6,2.0,708,"OPERATIONAL","ChIJYYXflZ_SD4gRpoX6OwpnE-c","2728 W Armitage Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"tabu tacos",60642,"Tabu",4.0,2.0,506,"OPERATIONAL","ChIJ3SQfZostDogRkbF-frfXxcE","401 N Morgan St, Chicago, IL 60642, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"tac quick",60613,"Tac Quick",4.3,1.0,372,"OPERATIONAL","ChIJ46IAv7XTD4gRpvTSdhNk18A","1011 W Irving Park Rd, Chicago, IL 60613, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"tacaria seven brothers",60632,"Taqueria Los 7 Hermanos",4.5,1.0,372,"OPERATIONAL","ChIJx4azTQQyDogRQaEaFQRKyB8","3755 S Kedzie Ave, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco  bell #30409",60614,"Taco Bell",3.5,1.0,1393,"OPERATIONAL","ChIJP8PLLfLSD4gRzo2BPk1tiQg","2575 N Clybourn Ave, Chicago, IL 60614, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"taco & burrito express brothers inc.",60614,"Taco & Burrito Express",4.4,1.0,506,"OPERATIONAL","ChIJz9zkmQXTD4gR9vbe1XAZOvo","2540 N Halsted St, Chicago, IL 60614, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco & burrito house",60614,"Burrito House",4.4,1.0,1008,"OPERATIONAL","ChIJN09mWkPSD4gR_H7FSEu4ors","3547 N Lincoln Ave, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco & burrito house",60657,"Taco & Burrito House",3.9,1.0,286,"OPERATIONAL","ChIJSb_hH6fTD4gR_RQnDOzeZaI","3038 N Broadway, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco & burrito house",60613,"Taco & Burrito House",4.4,1.0,828,"OPERATIONAL","ChIJg_aNu7fTD4gRFXaypP-m_SM","3939 N Broadway, Chicago, IL 60613, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"taco and burrito express #3",60622,"Tacos & Burrito Express #3",4.5,1.0,339,"OPERATIONAL","ChIJA0EQRdvSD4gR0DgTuxFMiX4","1512 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60615,"Taco Bell",3.4,1.0,126,"OPERATIONAL","ChIJn-1kFmIpDogRePT_pdbUim0","1363 E 53rd St, Chicago, IL 60615, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60601,"Taco Bell Cantina",3.7,1.0,1114.0,"OPERATIONAL","ChIJOSeah68sDogRF8L7YCxZ56Q","178 N Wabash Ave, Chicago, IL 60601, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60611,"Taco Bell Cantina",3.4,1.0,795.0,"OPERATIONAL","ChIJl1iYoassDogRf-mIx2mFxc4","205 E Ohio St, Chicago, IL 60611, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"taco bell",60614,"Taco Bell",3.5,1.0,1393.0,"OPERATIONAL","ChIJP8PLLfLSD4gRzo2BPk1tiQg","2575 N Clybourn Ave, Chicago, IL 60614, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60608,"Taco Bell",3.8,1.0,660.0,"OPERATIONAL","ChIJOY53lLEtDogRBHiTFUIjNMU","2410 S Western Ave, Chicago, IL 60608, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"taco bell",60621,"Taco Bell",3.6,1.0,351.0,"OPERATIONAL","ChIJtRSv-7gvDogR0FEJIQ70bns","255 W Garfield Blvd, Chicago, IL 60621, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"taco bell",60657,"Taco Bell",3.1,1.0,686.0,"OPERATIONAL","ChIJwSqAhsjTD4gRlLoQWGglh50","920 W Belmont Ave, Chicago, IL 60657, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"taco bell",60618,"Taco Bell",3.9,1.0,1497.0,"OPERATIONAL","ChIJLVl2NKfND4gRysS4Hqy7cZA","3143 N Milwaukee Ave, Chicago, IL 60618, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60624,"Taco Bell",3.7,1.0,768.0,"OPERATIONAL","ChIJV6wN0o8yDogR3XGXorW81S0","3350 W Roosevelt Rd, Chicago, IL 60624, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60616,"Taco Bell",3.6,1.0,858.0,"OPERATIONAL","ChIJ6W4mBPUrDogRPoZmr5S57GI","3365 S Martin Luther King Dr, Chicago, IL 60653, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60634,"Taco Bell",3.8,1.0,879.0,"OPERATIONAL","ChIJb9JdTq_LD4gRe-h3Gdk8aQQ","3509 N Harlem Ave, Chicago, IL 60634, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"taco bell",60659,"Taco Bell",3.6,1.0,1413.0,"OPERATIONAL","ChIJ0TSp9T_OD4gRHi97k-sQBD4","3511 W Devon Ave, Chicago, IL 60659, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60639,"Taco Bell",3.5,1.0,625.0,"OPERATIONAL","ChIJyw981djND4gRR1RXaMm6mPw","4523 W North Ave, Chicago, IL 60639, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"taco bell",60609,"Taco Bell",3.8,1.0,517.0,"OPERATIONAL","ChIJ_xqjKDQvDogRYedNstpZKEo","4614 S Damen Ave, Chicago, IL 60609, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
